Kingdom,Phylum,Subphylum,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Genus,Species,Infraorder,Subgenus
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Aeolidiina,NA, Facelinidae,NA, Facelina, Facelina bostoniensis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Aeolidiina,NA, Facelinidae,NA, Facelina, Facelina coronata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Aeolidiina,NA, Favorinidae,NA, Favorinus, Favorinus blianus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Aeolidiina,NA, Favorinidae,NA, Favorinus, Favorinus branchialis,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Oegopsida,NA, Cranchiidae,NA, Galiteuthis, Galiteuthis armata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Discodorididae,NA, Geitodoris, Geitodoris planata,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Oegopsida,NA, Gonatidae,NA, Gonatus, Gonatus fabricii,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Goniodorididae,NA, Goniodoris, Goniodoris castanea,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Goniodorididae,NA, Goniodoris, Goniodoris nodosa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Sacoglossa,NA,NA, Polybranchiidae, Polybranchiinae, Hermaea, Hermaea bifida,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Arminina,NA, Heroidae,NA, Hero, Hero formosa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Iravadiidae,NA, Hyala, Hyala vitrea,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Hydrobiidae,NA, Hydrobia, Hydrobia neglecta,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Hydrobiidae,NA, Hydrobia, Hydrobia ulvae,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Oegopsida,NA, Ommastrephidae,NA, Illex, Illex coindetii,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Docoglossa,NA,NA, Lepetidae,NA, Iothia, Iothia fulva,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Arminina,NA, Zephyrinidae,NA, Janolus, Janolus cristatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Arminina,NA, Zephyrinidae,NA, Janolus, Janolus hyalinus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Kentrodorididae,NA, Jorunna, Jorunna tomentosa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Lacunidae,NA, Lacuna, Lacuna crassior,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Lacunidae,NA, Lacuna, Lacuna pallidula,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Lacunidae,NA, Lacuna, Lacuna parva,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Lacunidae,NA, Lacuna, Lacuna vincta,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Lamellariidae,NA, Lamellaria, Lamellaria latens,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Lamellariidae,NA, Lamellaria, Lamellaria perspicua,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Docoglossa,NA,NA, Lepetidae,NA, Lepeta, Lepeta caeca,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Polyceridae,NA, Limacia, Limacia clavigera,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Buccinidae,NA, Liomesus, Liomesus ovum,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Littorinidae,NA, Littorina, Littorina arcana,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Littorinidae,NA, Littorina, Littorina fabalis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Littorinidae,NA, Littorina, Littorina littorea,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Littorinidae,NA, Littorina, Littorina neglecta,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Littorinidae,NA, Littorina, Littorina nigrolineata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Littorinidae,NA, Littorina, Littorina obtusata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Littorinidae,NA, Littorina, Littorina saxatilis,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Myopsida,NA, Loliginidae,NA, Loligo, Loligo forbesi,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Myopsida,NA, Loliginidae,NA, Loligo, Loligo vulgaris,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Dendronotina,NA, Lomanotidae,NA, Lomanotus, Lomanotus genei,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Dendronotina,NA, Lomanotidae,NA, Lomanotus, Lomanotus marmoratus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Mangelia, Mangelia attenuata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Mangelia, Mangelia coarctata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Mangelia, Mangelia smithii,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Manzonia, Manzonia crassa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Littorinidae,NA, Melaraphe, Melaraphe neritoides,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Hydrobiidae,NA, Mercuria, Mercuria confusa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Nassariidae,NA, Nassarius, Nassarius incrassatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Nassariidae,NA, Nassarius, Nassarius nitidus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Nassariidae,NA, Nassarius, Nassarius pygmaeus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Nassariidae,NA, Nassarius, Nassarius reticulatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Buccinidae,NA, Neptunea, Neptunea antiqua,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Buccinidae,NA, Neptunea, Neptunea contraria,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Muricidae,NA, Nucella, Nucella lapillus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Obtusella, Obtusella intersecta,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Muricidae,NA, Ocenebra, Ocenebra erinacea,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Octopoda, Incirrata,NA, Octopodidae,NA, Octopus, Octopus vulgaris,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Oenopota, Oenopota rufa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Oenopota, Oenopota trevelliana,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Oenopota, Oenopota turricula,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Goniodorididae,NA, Okenia, Okenia leachii,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Goniodorididae,NA, Okenia, Okenia quadricornis,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Oegopsida,NA, Ommastrephidae,NA, Ommastrephes, Ommastrephes bartramii,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Onchidorididae,NA, Onchidoris, Onchidoris depressa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Onchidorididae,NA, Onchidoris, Onchidoris fusca,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Onchidorididae,NA, Onchidoris, Onchidoris inconspicua,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Onchidorididae,NA, Onchidoris, Onchidoris luteocincta,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Onchidorididae,NA, Onchidoris, Onchidoris muricata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Onchidorididae,NA, Onchidoris, Onchidoris pusilla,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Onchidorididae,NA, Onchidoris, Onchidoris sparsa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Onoba, Onoba aculea,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Onoba, Onoba semicostata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Pulmonata,NA, Basommatophora,NA, Ellobioidea, Otinidae,NA, Otina, Otina ovata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Pulmonata,NA, Basommatophora,NA, Ellobioidea, Ellobiidae,NA, Ovatella, Ovatella denticulata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Pulmonata,NA, Basommatophora,NA, Ellobioidea, Ellobiidae,NA, Ovatella, Ovatella myosotis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Docoglossa,NA,NA, Patellidae,NA, Patella, Patella intermedia,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Docoglossa,NA,NA, Patellidae,NA, Patella, Patella ulyssiponensis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Docoglossa,NA,NA, Patellidae,NA, Patella, Patella vulgata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Polyceridae,NA, Polycera, Polycera dubia,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Polyceridae,NA, Polycera, Polycera faeroensis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Polyceridae,NA, Polycera, Polycera notha,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Polyceridae,NA, Polycera, Polycera quadrilineata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Hydrobiidae,NA, Potamopyrgus, Potamopyrgus antipodarum,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Docoglossa,NA,NA, Lepetidae,NA, Propilidium, Propilidium exiguum,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Vetigastropoda,NA,NA, Fissurellidae,NA, Puncturella, Puncturella noachina,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Pusillina, Pusillina inconspicua,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Pusillina, Pusillina sarsii,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Raphitoma, Raphitoma leufroyi,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Raphitoma, Raphitoma linearis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Raphitoma, Raphitoma purpurea,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Rissoa, Rissoa lilacina,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Rissoa, Rissoa membranacea,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Rissoa, Rissoa parva,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Rissoidae,NA, Rissoa, Rissoa porifera,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Rostangidae,NA, Rostanga, Rostanga rubra,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Hydrobiidae,NA, Semisalsa, Semisalsa stagnorum,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Ovulidae,NA, Simnia, Simnia patula,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Skeneopsidae,NA, Skeneopsis, Skeneopsis planorbis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Archaeogastropoda, Docoglossa,NA,NA, Lottiidae,NA, Tectura, Tectura testudinalis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Aeolidiina,NA, Tergipedidae,NA, Tenellia, Tenellia adspersa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Teretia, Teretia teres,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Aeolidiina,NA, Tergipedidae,NA, Tergipes, Tergipes tergipes,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Oegopsida,NA, Cranchiidae,NA, Teuthowenia, Teuthowenia megalops,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Doridina,NA, Polyceridae,NA, Thecacera, Thecacera pennigera,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Oegopsida,NA, Ommastrephidae,NA, Todarodes, Todarodes sagittatus,NA,NA
 Animalia, Mollusca,NA, Cephalopoda, Coleoidea,NA, Teuthoidea, Oegopsida,NA, Ommastrephidae,NA, Todaropsis, Todaropsis eblanae,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Tornidae,NA, Tornus, Tornus subcarinatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Capulidae,NA, Trichotropis, Trichotropis borealis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Dendronotina,NA, Tritoniidae,NA, Tritonia, Tritonia hombergi,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Dendronotina,NA, Tritoniidae,NA, Tritonia, Tritonia lineata,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Opisthobranchia,NA, Nudibranchia, Dendronotina,NA, Tritoniidae,NA, Tritonia, Tritonia plebeia,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Triviidae,NA, Trivia, Trivia arctica,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Triviidae,NA, Trivia, Trivia monacha,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Muricidae,NA, Trophon, Trophon barvicensis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Muricidae,NA, Trophon, Trophon clathratus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Muricidae,NA, Trophon, Trophon muricatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Muricidae,NA, Trophon, Trophon truncatus,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Buccinidae,NA, Troschelia, Troschelia berniciensis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Turritellidae,NA, Turritella, Turritella communis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Turridae,NA, Typhlomangelia, Typhlomangelia nivalis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Muricidae,NA, Urosalpinx, Urosalpinx cinerea,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Velutinidae,NA, Velutina, Velutina plicatilis,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Velutinidae,NA, Velutina, Velutina velutina,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neotaenioglossa,NA,NA, Hydrobiidae,NA, Ventrosia, Ventrosia ventrosa,NA,NA
 Animalia, Mollusca,NA, Gastropoda, Prosobranchia, Caenogastropoda, Neogastropoda,NA,NA, Buccinidae,NA, Volutopsius, Volutopsius norwegicus,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea,NA,NA, Euphausiidae,NA, Meganyctiphanes, norvegica,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea,NA,NA, Euphausiidae,NA, Nyctiphanes, couchi,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea,NA,NA, Euphausiidae,NA, Stylocheiron, longicorne,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea,NA,NA, Euphausiidae,NA, Thysanoessa, inermis,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea,NA,NA, Euphausiidae,NA, Thysanoessa, longicaudata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Eucarida, Euphausiacea,NA,NA, Euphausiidae,NA, Thysanoessa, raschii,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Bodotriidae,NA, Bodotria, arenosa,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Bodotriidae,NA, Bodotria, pulchella,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Bodotriidae,NA, Bodotria, scorpioides,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Bodotriidae,NA, Cumopsis, goodsiri,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Bodotriidae,NA, Iphinoe, serrata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Bodotriidae,NA, Iphinoe, trispinosa,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Bodotriidae,NA, Vaunthompsonia, cristata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Brachydiastylis, resima,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastylis, bradyi,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastylis, cornuta,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastylis, laevis,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastylis, lucifera,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastylis, rathkei,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastylis, rugosa,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastylis, tumida,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastyloides, biplicata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Diastyloides, serrata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Leptostylis, ampullacea,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Dyastylidae,NA, Leptostylis, villosa,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Lampropidae,NA, Hemilamprops, rosea,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Lampropidae,NA, Lamprops, fasciata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Leuconidae,NA, Eudorella, emarginata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Leuconidae,NA, Eudorella, truncatula,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Leuconidae,NA, Eudorellopsis, deformis,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Leuconidae,NA, Leucon, nasica,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Nannastacidae,NA, Campylaspis, costata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Nannastacidae,NA, Campylaspis, glabra,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Nannastacidae,NA, Campylaspis, rubicunda,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Nannastacidae,NA, Campylaspis, sulcata,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Nannastacidae,NA, Cumella, pygmaea,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Nannastacidae,NA, Nannastacus, unguiculatus,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Pseudocumidae,NA, Petalosarsia, declivis,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Pseudocumidae,NA, Pseudocuma, gilsoni,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Pseudocumidae,NA, Pseudocuma, longicornis,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Cumacea,NA,NA, Pseudocumidae,NA, Pseudocuma, similis,NA,NA
NA, Arthropoda, Crustacea, Malacostraca, Eumalacostraca, Peracarida, Mysidacea,NA,NA, Lophogastridae,NA, Lophogaster, typicus,NA,NA
 Animalia, Arthropoda,NA, Crustacea, Cirripedia,NA, Thoracica, Balanomorpha,NA, Chthamalidae,NA, Chthamalus, stellatus,NA,NA
 Animalia, Arthropoda,NA, Crustacea, Cirripedia,NA, Thoracica, Lepadomorpha,NA, Lepadidae,NA, Conchoderma, auritum,NA,NA
